post_num,shortcode,links,img_url,timestamp,num_comments,num_likes,caption
16,BaQjA6Jh2FBhDDIEBso5CRKfe7cfGxKR5Hr2QE0,https://www.instagram.com/p/BaQjA6Jh2FBhDDIEBso5CRKfe7cfGxKR5Hr2QE0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/6cb32ca86e5b6d01b21d94581b8873a0/5C7838A7/t51.2885-15/e35/22430512_125990561435280_3787701980118384640_n.jpg,1508048778,4,79,هفت تيركشي جاتون خالي 😁😁😎😎 A fun evening in shooting range
15,BZoEZdTBviC-h6Y9btVeAh4XKJY-2iNB4SctRA0,https://www.instagram.com/p/BZoEZdTBviC-h6Y9btVeAh4XKJY-2iNB4SctRA0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/41e45b2436266e1cb8c28b187eaf7f0e/5C9775FB/t51.2885-15/e35/22071405_276850762806656_8720478928961011712_n.jpg,1506690549,43,87,با اومدن سما خانوم كوچولو به فرشته به خانواده ما اضافه شد و من عمو شدم 😁😁😁 I just became "Uncle Morteza" by the birth of this angel, who we will call "Sama"
14,BYQ1QpUh35zRP_Pmb9aPAbqBIU_NdDGntk3zrw0,https://www.instagram.com/p/BYQ1QpUh35zRP_Pmb9aPAbqBIU_NdDGntk3zrw0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/79142c7b3598b93918fdf69fe605dc40/5CAD61D6/t51.2885-15/e35/20987434_112789536105457_4882930352974200832_n.jpg,1503763377,6,62,One of the best!!!
13,BXB6ZEHha0DDc4bNQYdCKtu37mTDQLsARTT81Q0,https://www.instagram.com/p/BXB6ZEHha0DDc4bNQYdCKtu37mTDQLsARTT81Q0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/0c7b326dcf1bbf1f46f4fc907501cb69/5CA48EF7/t51.2885-15/e35/20225801_1787656398193005_8172629384767733760_n.jpg,1501115267,9,73,بارونو فقط از پست شيشه دوست ميدارم (البته ايشون الان سيله لامصب) 😁😁 يه صبحانه خوب A great brunch on a rainy (flood actually) day🌹
12,BWS4QZxh-r9XBLZQG5D3m0KqtDRltIz8ZmFaeI0,https://www.instagram.com/p/BWS4QZxh-r9XBLZQG5D3m0KqtDRltIz8ZmFaeI0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/81695da38fe43a2a31bb484eaed510c6/5CA48DD4/t51.2885-15/e35/19933287_1346783018772524_1259159904380256256_n.jpg,1499537089,10,65,يه روز خوب، يه برانچ عالي، Brunch on a good day 😎😎
11,BVOALd3B9ngk4_m91dmoGEh0trfOAfX41QxNBc0,https://www.instagram.com/p/BVOALd3B9ngk4_m91dmoGEh0trfOAfX41QxNBc0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/88ec090a267a866a4d0abc35715ee5a7/5C8F879F/t51.2885-15/e35/19050538_1775757076087742_2739671131727331328_n.jpg,1497225987,4,77,Proud to be part of this amazing team, we walked against diabetes 😋😋😋
10,BT5pCAYB9qMoAHG6d4qpRWZ-AidEObevSvAQs00,https://www.instagram.com/p/BT5pCAYB9qMoAHG6d4qpRWZ-AidEObevSvAQs00/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/bb1907fd04c07fa0ce1626dd8274f342/5CA1D942/t51.2885-15/e35/18443224_189646531556555_4887505901893713920_n.jpg,1494395279,9,51,آش تونل كندوان 👍🏻👍🏻👍🏻👍🏻. YUM YUM
9,BT3fZ62hnXe3R5m700K60HfTMIsON9OsEMgkFc0,https://www.instagram.com/p/BT3fZ62hnXe3R5m700K60HfTMIsON9OsEMgkFc0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/120bed52805ba1dabb6ec3914c2ba451/5CA3D3E8/t51.2885-15/e35/18443274_604549413076176_14691786039492608_n.jpg,1494323123,6,56,يك صبحانه خوب در پل طبيعت و تهرانگردي تا تجريش 😁😁 A great day in Tehran
8,BTjeDp6BEcTDklcHV6UnIzYvOZgY42pDZw-zQg0,https://www.instagram.com/p/BTjeDp6BEcTDklcHV6UnIzYvOZgY42pDZw-zQg0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/c5fab85cec8377299a9b28877105571a/5CA59716/t51.2885-15/e35/18161478_771090109731835_5437830781768564736_n.jpg,1493651328,19,59,سه تفنگدار و اب مغز 😍😍😍😍
7,BTZ3Pa_BSWrMnC_Zx2x2YL-9kPTBJVcu9JkDio0,https://www.instagram.com/p/BTZ3Pa_BSWrMnC_Zx2x2YL-9kPTBJVcu9JkDio0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/d52dba9ca58a0a96b096ae186a1d9e5f/5CAC9DD5/t51.2885-15/e35/18094905_1320047188102514_4083942032190472192_n.jpg,1493328987,33,60,پدر ٦٠ ساله شد
6,BTMSzI-B2WpJ05lHZX7gO7aj07nxXTTMEiJLvE0,https://www.instagram.com/p/BTMSzI-B2WpJ05lHZX7gO7aj07nxXTTMEiJLvE0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/bf19a05a9ed711c6e71f2c45636e756f/5C77BA38/t51.2885-15/e35/18095756_1854452834835977_3540203295685476352_n.jpg,1492873673,10,49,Ready for the last part, tired but excited 😁😁
5,BS-JO6lBNWk5UJrbTmqPQF0kGHW04JJXMamZME0,https://www.instagram.com/p/BS-JO6lBNWk5UJrbTmqPQF0kGHW04JJXMamZME0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/dc3e8a0b6edba294a2052cebb5cbfca0/5CAD1B99/t51.2885-15/e35/17881147_1296944803723969_2292801830645661696_n.jpg,1492398896,10,47,دوست عكاس داشتن اينجورياست، مرسي مهسا 🌹
4,BSIKSmqBNSztEnwoxX8rg4DSMhbBjpWckGwEMw0,https://www.instagram.com/p/BSIKSmqBNSztEnwoxX8rg4DSMhbBjpWckGwEMw0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/5136b910a5da45209a0ff0ca2e6e024f/5C971EB5/t51.2885-15/e35/17494993_1683396385022821_1370479327774244864_n.jpg,1490587511,6,58,When you have kind friends who are pro 🙏🙏🌹🌹 thanks Kamran
3,BR2J1zLh-07iWhqgNQBaKQXCHYjzWjUJQySLwU0,https://www.instagram.com/p/BR2J1zLh-07iWhqgNQBaKQXCHYjzWjUJQySLwU0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/59d61f16cc37ed369f7df9057f095879/5CAFAF09/t51.2885-15/e35/17265528_620813098114866_1165891872049070080_n.jpg,1489983295,2,44,اگرچه سفره ام كوچك است اما دلم درياست، ولي دل دريايي هم تو غربت تنگ ميشه خيلي ، بهترينها رو براي عزيزانم ارزو ميكنم. نوروزتان پيروز
2,BQqNh4bDjvZ2d0c6Tz_DlvKYPrsPfcqEDtcxUU0,https://www.instagram.com/p/BQqNh4bDjvZ2d0c6Tz_DlvKYPrsPfcqEDtcxUU0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/03ca9b35f25c2f70816ad906f9ab13ea/5CA210DE/t51.2885-15/e35/16583815_228339537636218_267844013233537024_n.jpg,1487435093,12,52,Love poutine 😍😍
1,BQcBRIoA1_1UAIZzk2kgBS_sHYadEcmVcuoJhI0,https://www.instagram.com/p/BQcBRIoA1_1UAIZzk2kgBS_sHYadEcmVcuoJhI0/?taken-by=mor_chalaki,https://scontent-frx5-1.cdninstagram.com/vp/8dba9e2bc2542cd3f9fbebe63190202a/5CA113AA/t51.2885-15/e35/16585115_599923646799075_6083685470997315584_n.jpg,1486958902,7,43,Love winter only when I watch it through window
